Underlying,Strike,Time_to_Maturity,Risk_Free_Rate,Implied_Volatility,Market_Call_Price
3000.0,3651.5151515151515,0.1,0.04,0.17996045472263558,0.017384616879785986
3000.0,3681.818181818182,0.1,0.04,0.18130725606943693,0.011021857513648703
3000.0,3712.121212121212,0.1,0.04,0.18271527565927467,0.007018672852552255
3000.0,3742.4242424242425,0.1,0.04,0.18418451349214887,0.004494698051053958
3000.0,3772.727272727273,0.1,0.04,0.18571496956805952,0.00289799361461357
3000.0,3803.030303030303,0.1,0.04,0.18730664388700657,0.0018833074216074441
3000.0,3833.3333333333335,0.1,0.04,0.18895953644899005,0.0012348534191511523
3000.0,3863.636363636364,0.1,0.04,0.19067364725400995,0.0008176932849208937
3000.0,3893.939393939394,0.1,0.04,0.19244897630206625,0.0005472968361694905
3000.0,3924.2424242424245,0.1,0.04,0.194285523593159,0.00037055733509856054
3000.0,3954.5454545454545,0.1,0.04,0.19618328912728816,0.0002539780040369602
3000.0,3984.848484848485,0.1,0.04,0.19814227290445374,0.0001763271594674605
3000.0,4015.1515151515155,0.1,0.04,0.20016247492465578,0.00012406958635750344
3000.0,4045.4545454545455,0.1,0.04,0.2022438951878942,8.852015232901304e-05
3000.0,4075.757575757576,0.1,0.04,0.2043865336941691,6.406565708783323e-05
3000.0,4106.060606060606,0.1,0.04,0.2065903904434804,4.704996736569142e-05
3000.0,4136.363636363636,0.1,0.04,0.20885546543582809,3.507187872781557e-05
3000.0,4166.666666666667,0.1,0.04,0.2111817586712123,2.6540592204736448e-05
3000.0,4196.969696969697,0.1,0.04,0.2135692701496328,2.03926248700055e-05
3000.0,4227.272727272728,0.1,0.04,0.21601799987108988,1.591035956505682e-05
3000.0,4257.575757575758,0.1,0.04,0.21852794783558327,1.2604930756794164e-05
3000.0,4287.878787878788,0.1,0.04,0.22109911404311308,1.0140076510353237e-05
3000.0,4318.181818181818,0.1,0.04,0.22373149849367935,8.282243762254928e-06
3000.0,4348.484848484848,0.1,0.04,0.226425101187282,6.867633611199451e-06
3000.0,4378.787878787879,0.1,0.04,0.22917992212392113,5.780256093970671e-06
3000.0,4409.090909090909,0.1,0.04,0.2319959613035967,4.9371938682956544e-06
3000.0,4439.39393939394,0.1,0.04,0.2348732187263087,4.2786227920117844e-06
3000.0,4469.69696969697,0.1,0.04,0.23781169439205713,3.7609963259437897e-06
3000.0,4500.0,0.1,0.04,0.24081138830084187,3.3523512323448894e-06
3000.0,1500.0,0.3111111111111111,0.04,0.3278886675511358,1518.5561002016643
3000.0,1530.3030303030303,0.3111111111111111,0.04,0.3233738221271995,1488.6292220058924
3000.0,1560.6060606060605,0.3111111111111111,0.04,0.3189201949462996,1458.702697916165
3000.0,1590.909090909091,0.3111111111111111,0.04,0.3145277860084361,1428.7766149793076
3000.0,1621.2121212121212,0.3111111111111111,0.04,0.310196595313609,1398.8510811887984
3000.0,1651.5151515151515,0.3111111111111111,0.04,0.30592662286181843,1368.9262304714587
3000.0,1681.8181818181818,0.3111111111111111,0.04,0.3017178686530642,1339.0022288474624
3000.0,1712.121212121212,0.3111111111111111,0.04,0.29757033268734645,1309.079282033076
3000.0,1742.4242424242425,0.3111111111111111,0.04,0.29348401496466503,1279.1576448143157
3000.0,1772.7272727272727,0.3111111111111111,0.04,0.2894589154850201,1249.2376325900586
3000.0,1803.030303030303,0.3111111111111111,0.04,0.2854950342484116,1219.3196355667317
3000.0,1833.3333333333335,0.3111111111111111,0.04,0.2815923712548395,1189.4041361854424
3000.0,1863.6363636363635,0.3111111111111111,0.04,0.2777509265043039,1159.4917304779506
3000.0,1893.939393939394,0.3111111111111111,0.04,0.2739706999968046,1129.5831541818916
3000.0,1924.2424242424242,0.3111111111111111,0.04,0.2702516917323418,1099.6793145991815
3000.0,1954.5454545454545,0.3111111111111111,0.04,0.26659390171091546,1069.7813293550842
3000.0,1984.848484848485,0.3111111111111111,0.04,0.2629973299325255,1039.8905734082002
3000.0,2015.151515151515,0.3111111111111111,0.04,0.25946197639717195,1010.0087358712938
3000.0,2045.4545454545455,0.3111111111111111,0.04,0.25598784110485484,980.1378884245928
3000.0,2075.757575757576,0.3111111111111111,0.04,0.25257492405557413,950.2805673290334
3000.0,2106.060606060606,0.3111111111111111,0.04,0.24922322524932994,920.439871264578
3000.0,2136.3636363636365,0.3111111111111111,0.04,0.24593274468612208,890.6195774107614
3000.0,2166.666666666667,0.3111111111111111,0.04,0.24270348236595066,860.8242783287697
3000.0,2196.969696969697,0.3111111111111111,0.04,0.23953543828881566,831.0595422648112
3000.0,2227.272727272727,0.3111111111111111,0.04,0.23642861245471716,801.3320994326191
3000.0,2257.5757575757575,0.3111111111111111,0.04,0.233383004863655,771.6500565985771
3000.0,2287.878787878788,0.3111111111111111,0.04,0.23039861551562926,742.0231418268895
3000.0,2318.181818181818,0.3111111111111111,0.04,0.22747544441064,712.4629804771653
3000.0,2348.4848484848485,0.3111111111111111,0.04,0.22461349154868712,682.9834024102665
3000.0,2378.787878787879,0.3111111111111111,0.04,0.22181275692977065,653.6007787777844
3000.0,2409.090909090909,0.3111111111111111,0.04,0.21907324055389069,624.3343846809366
3000.0,2439.3939393939395,0.3111111111111111,0.04,0.21639494242104707,595.2067813392796
3000.0,2469.69696969697,0.3111111111111111,0.04,0.2137778625312399,566.2442081935333
3000.0,2500.0,0.3111111111111111,0.04,0.21122200088446919,537.4769716139963
3000.0,2530.30303030303,0.3111111111111111,0.04,0.2087273574807349,508.9398126978008
3000.0,2560.606060606061,0.3111111111111111,0.04,0.20629393232003695,480.67223220165624
3000.0,2590.909090909091,0.3111111111111111,0.04,0.20392172540237552,452.71874626060435
3000.0,2621.212121212121,0.3111111111111111,0.04,0.2016107367277505,425.12904258716344
3000.0,2651.5151515151515,0.3111111111111111,0.04,0.19936096629616187,397.9580038370609
3000.0,2681.818181818182,0.3111111111111111,0.04,0.19717241410760966,371.2655633652148
3000.0,2712.121212121212,0.3111111111111111,0.04,0.19504508016209393,345.116359326722
3000.0,2742.4242424242425,0.3111111111111111,0.04,0.1929789644596146,319.5791566369444
3000.0,2772.727272727273,0.3111111111111111,0.04,0.19097406700017167,294.7260132272563
3000.0,2803.030303030303,0.3111111111111111,0.04,0.18903038778376519,270.6311776483908
3000.0,2833.3333333333335,0.3111111111111111,0.04,0.1871479268103951,247.3697193934513
3000.0,2863.636363636364,0.3111111111111111,0.04,0.18532668408006148,225.0159109272115
3000.0,2893.939393939394,0.3111111111111111,0.04,0.18356665959276428,203.6414004105186
3000.0,2924.242424242424,0.3111111111111111,0.04,0.18186785334850347,183.31323507506931
3000.0,2954.5454545454545,0.3111111111111111,0.04,0.1802302653472791,164.09181524847486
3000.0,2984.848484848485,0.3111111111111111,0.04,0.17865389558909114,146.02887594673666
3000.0,3015.151515151515,0.3111111111111111,0.04,0.1778963198315154,129.66743779998774
3000.0,3045.4545454545455,0.3111111111111111,0.04,0.17795753807455184,115.04778188462069
3000.0,3075.757575757576,0.3111111111111111,0.04,0.1780799745606247,101.66157187109457
3000.0,3106.060606060606,0.3111111111111111,0.04,0.17826362928973397,89.47972403078347
3000.0,3136.3636363636365,0.3111111111111111,0.04,0.17850850226187967,78.46077729263993
3000.0,3166.666666666667,0.3111111111111111,0.04,0.17881459347706177,68.55262483081981
3000.0,3196.969696969697,0.3111111111111111,0.04,0.17918190293528033,59.694492005643156
3000.0,3227.272727272727,0.3111111111111111,0.04,0.1796104306365353,51.819039285130316
3000.0,3257.575757575758,0.3111111111111111,0.04,0.18010017658082672,44.85447475243507
3000.0,3287.878787878788,0.3111111111111111,0.04,0.18065114076815453,38.7265748823354
3000.0,3318.181818181818,0.3111111111111111,0.04,0.18126332319851876,33.36053196819773
3000.0,3348.4848484848485,0.3111111111111111,0.04,0.18193672387191945,28.68256923073227
3000.0,3378.787878787879,0.3111111111111111,0.04,0.18267134278835656,24.621287739642128
3000.0,3409.090909090909,0.3111111111111111,0.04,0.18346717994783007,21.108730757649482
3000.0,3439.3939393939395,0.3111111111111111,0.04,0.18432423535034,18.08116948405751
3000.0,3469.69696969697,0.3111111111111111,0.04,0.1852425089958864,15.479628566273902
3000.0,3500.0,0.3111111111111111,0.04,0.1862220008844692,13.25017987260344
3000.0,3530.3030303030305,0.3111111111111111,0.04,0.18726271101608843,11.34403905622412
3000.0,3560.6060606060605,0.3111111111111111,0.04,0.18836463939074405,9.717501897067535
3000.0,3590.909090909091,0.3111111111111111,0.04,0.18952778600843614,8.331756984529022
3000.0,3621.2121212121215,0.3111111111111111,0.04,0.19075215086916464,7.152608766007688
3000.0,3651.5151515151515,0.3111111111111111,0.04,0.19203773397292956,6.150141072606488
3000.0,3681.818181818182,0.3111111111111111,0.04,0.1933845353197309,5.298346590425751
3000.0,3712.121212121212,0.3111111111111111,0.04,0.19479255490956865,4.574742893980414
3000.0,3742.4242424242425,0.3111111111111111,0.04,0.19626179274244285,3.959990981363134
3000.0,3772.727272727273,0.3111111111111111,0.04,0.1977922488183535,3.4375280040741103
3000.0,3803.030303030303,0.3111111111111111,0.04,0.19938392313730055,2.9932222125017205
3000.0,3833.3333333333335,0.3111111111111111,0.04,0.20103681569928403,2.6150550979574234
3000.0,3863.636363636364,0.3111111111111111,0.04,0.20275092650430393,2.2928332973993477
3000.0,3893.939393939394,0.3111111111111111,0.04,0.20452625555236023,2.0179309890185877
3000.0,3924.2424242424245,0.3111111111111111,0.04,0.20636280284345299,1.7830621732758374
3000.0,3954.5454545454545,0.3111111111111111,0.04,0.20826056837758214,1.5820813222257826
3000.0,3984.848484848485,0.3111111111111111,0.04,0.21021955215474772,1.4098103072089074
3000.0,4015.1515151515155,0.3111111111111111,0.04,0.21223975417494975,1.2618892043442997
3000.0,4045.4545454545455,0.3111111111111111,0.04,0.21432117443818818,1.1346484613314516
3000.0,4075.757575757576,0.3111111111111111,0.04,0.21646381294446307,1.0249999313935554
3000.0,4106.060606060606,0.3111111111111111,0.04,0.21866766969377438,0.9303443952633792
3000.0,4136.363636363636,0.3111111111111111,0.04,0.22093274468612206,0.8484933645481796
3000.0,4166.666666666667,0.3111111111111111,0.04,0.22325903792150628,0.7776031630811033
3000.0,4196.969696969697,0.3111111111111111,0.04,0.2256465493999268,0.7161194978145531
3000.0,4227.272727272728,0.3111111111111111,0.04,0.22809527912138386,0.6627309442031866
3000.0,4257.575757575758,0.3111111111111111,0.04,0.23060522708587725,0.6163299742294068
3000.0,4287.878787878788,0.3111111111111111,0.04,0.23317639329340706,0.5759803430760702
3000.0,4318.181818181818,0.3111111111111111,0.04,0.23580877774397332,0.5408898202881058
3000.0,4348.484848484848,0.3111111111111111,0.04,0.238502380437576,0.5103874021983899
3000.0,4378.787878787879,0.3111111111111111,0.04,0.2412572013742151,0.48390427470333286
3000.0,4409.090909090909,0.3111111111111111,0.04,0.24407324055389068,0.46095791018975873
3000.0,4439.39393939394,0.3111111111111111,0.04,0.24695049797660268,0.4411387809832874
3000.0,4469.69696969697,0.3111111111111111,0.04,0.2498889736423511,0.42409925576138363
3000.0,4500.0,0.3111111111111111,0.04,0.2528886675511358,0.40954431664543556
3000.0,1500.0,0.5222222222222223,0.04,0.33613247231446464,1531.2476785950212
3000.0,1530.3030303030303,0.5222222222222223,0.04,0.3316176268905283,1501.6089719987813
3000.0,1560.6060606060605,0.5222222222222223,0.04,0.3271639997096284,1471.9757512538006
3000.0,1590.909090909091,0.5222222222222223,0.04,0.3227715907717649,1442.3487808955258
3000.0,1621.2121212121212,0.5222222222222223,0.04,0.3184404000769378,1412.7289328584202
3000.0,1651.5151515151515,0.5222222222222223,0.04,0.31417042762514724,1383.1172017320182
3000.0,1681.8181818181818,0.5222222222222223,0.04,0.309961673416393,1353.514722130017
3000.0,1712.121212121212,0.5222222222222223,0.04,0.30581413745067526,1323.922788440964
3000.0,1742.4242424242425,0.5222222222222223,0.04,0.30172781972799384,1294.3428772559294
3000.0,1772.7272727272727,0.5222222222222223,0.04,0.29770272024834893,1264.776672795819
3000.0,1803.030303030303,0.5222222222222223,0.04,0.2937388390117404,1235.226095688073
3000.0,1833.3333333333335,0.5222222222222223,0.04,0.2898361760181683,1205.6933354683547
3000.0,1863.6363636363635,0.5222222222222223,0.04,0.2859947312676327,1176.1808872061763
3000.0,1893.939393939394,0.5222222222222223,0.04,0.28221450476013343,1146.6915926725906
3000.0,1924.2424242424242,0.5222222222222223,0.04,0.2784954964956706,1117.2286864809603
3000.0,1954.5454545454545,0.5222222222222223,0.04,0.27483770647424427,1087.795847635848
3000.0,1984.848484848485,0.5222222222222223,0.04,0.2712411346958543,1058.397256917038
3000.0,2015.151515151515,0.5222222222222223,0.04,0.26770578116050076,1029.03766050193
3000.0,2045.4545454545455,0.5222222222222223,0.04,0.26423164586818365,999.7224401855478
3000.0,2075.757575757576,0.5222222222222223,0.04,0.26081872881890295,970.457690488259
3000.0,2106.060606060606,0.5222222222222223,0.04,0.25746703001265875,941.2503028412502
3000.0,2136.3636363636365,0.5222222222222223,0.04,0.2541765494494509,912.1080569028459
3000.0,2166.666666666667,0.5222222222222223,0.04,0.25094728712927944,883.0397188782986
3000.0,2196.969696969697,0.5222222222222223,0.04,0.24777924305214447,854.0551464852629
3000.0,2227.272727272727,0.5222222222222223,0.04,0.24467241721804597,825.1653999205241
3000.0,2257.5757575757575,0.5222222222222223,0.04,0.24162680962698382,796.3828578353173
3000.0,2287.878787878788,0.5222222222222223,0.04,0.23864242027895807,767.721336912829
3000.0,2318.181818181818,0.5222222222222223,0.04,0.2357192491739688,739.1962131607092
3000.0,2348.4848484848485,0.5222222222222223,0.04,0.23285729631201593,710.8245424853408
3000.0,2378.787878787879,0.5222222222222223,0.04,0.23005656169309946,682.6251775094488
3000.0,2409.090909090909,0.5222222222222223,0.04,0.2273170453172195,654.6188769421929
3000.0,2439.3939393939395,0.5222222222222223,0.04,0.22463874718437588,626.8284031297517
3000.0,2469.69696969697,0.5222222222222223,0.04,0.2220216672945687,599.2786027312486
3000.0,2500.0,0.5222222222222223,0.04,0.219465805647798,571.9964648148384
3000.0,2530.30303030303,0.5222222222222223,0.04,0.2169711622440637,545.0111500964254
3000.0,2560.606060606061,0.5222222222222223,0.04,0.21453773708336576,518.3539846021063
3000.0,2590.909090909091,0.5222222222222223,0.04,0.21216553016570433,492.0584107858417
3000.0,2621.212121212121,0.5222222222222223,0.04,0.20985454149107932,466.1598891426147
3000.0,2651.5151515151515,0.5222222222222223,0.04,0.20760477105949068,440.6957436924604
3000.0,2681.818181818182,0.5222222222222223,0.04,0.20541621887093847,415.7049454371718
3000.0,2712.121212121212,0.5222222222222223,0.04,0.20328888492542274,391.22782906490147
3000.0,2742.4242424242425,0.5222222222222223,0.04,0.2012227692229434,367.3057398367314
3000.0,2772.727272727273,0.5222222222222223,0.04,0.19921787176350048,343.9806097474102
3000.0,2803.030303030303,0.5222222222222223,0.04,0.197274192547094,321.2944646905855
3000.0,2833.3333333333335,0.5222222222222223,0.04,0.19539173157372391,299.28886741777205
3000.0,2863.636363636364,0.5222222222222223,0.04,0.1935704888433903,278.0043044558611
3000.0,2893.939393939394,0.5222222222222223,0.04,0.19181046435609309,257.479528689277
3000.0,2924.242424242424,0.5222222222222223,0.04,0.19011165811183228,237.75087282515074
3000.0,2954.5454545454545,0.5222222222222223,0.04,0.1884740701106079,218.85155221208197
3000.0,2984.848484848485,0.5222222222222223,0.04,0.18689770035241995,200.8109782214542
3000.0,3015.151515151515,0.5222222222222223,0.04,0.18614012459484422,184.29818133748677
3000.0,3045.4545454545455,0.5222222222222223,0.04,0.18620134283788065,169.35449713715366
3000.0,3075.757575757576,0.5222222222222223,0.04,0.1863237793239535,155.33944052042762
3000.0,3106.060606060606,0.5222222222222223,0.04,0.18650743405306278,142.23971478724184
3000.0,3136.3636363636365,0.5222222222222223,0.04,0.18675230702520848,130.03618297026605
3000.0,3166.666666666667,0.5222222222222223,0.04,0.18705839824039058,118.70440438628225
3000.0,3196.969696969697,0.5222222222222223,0.04,0.18742570769860914,108.21526070855566
3000.0,3227.272727272727,0.5222222222222223,0.04,0.18785423539986412,98.53564524428384
3000.0,3257.575757575758,0.5222222222222223,0.04,0.18834398134415553,89.62918874374782
3000.0,3287.878787878788,0.5222222222222223,0.04,0.18889494553148334,81.45699611156283
3000.0,3318.181818181818,0.5222222222222223,0.04,0.18950712796184757,73.97837061436815
3000.0,3348.4848484848485,0.5222222222222223,0.04,0.19018052863524826,67.15150530454696
3000.0,3378.787878787879,0.5222222222222223,0.04,0.19091514755168537,60.93412510055441
3000.0,3409.090909090909,0.5222222222222223,0.04,0.19171098471115888,55.28406697833236
3000.0,3439.3939393939395,0.5222222222222223,0.04,0.19256804011366882,50.15978975874998
3000.0,3469.69696969697,0.5222222222222223,0.04,0.1934863137592152,45.520808790974456
3000.0,3500.0,0.5222222222222223,0.04,0.194465805647798,41.32805425366371
3000.0,3530.3030303030305,0.5222222222222223,0.04,0.19550651577941724,37.544154705273684
3000.0,3560.6060606060605,0.5222222222222223,0.04,0.19660844415407286,34.13364984788416
3000.0,3590.909090909091,0.5222222222222223,0.04,0.19777159077176495,31.063138210976092
3000.0,3621.2121212121215,0.5222222222222223,0.04,0.19899595563249345,28.30136663772737
3000.0,3651.5151515151515,0.5222222222222223,0.04,0.20028153873625837,25.819269120895854
3000.0,3681.818181818182,0.5222222222222223,0.04,0.20162834008305972,23.589962761525044
3000.0,3712.121212121212,0.5222222222222223,0.04,0.20303635967289746,21.58870849396999
3000.0,3742.4242424242425,0.5222222222222223,0.04,0.20450559750577166,19.792843819374923
3000.0,3772.727272727273,0.5222222222222223,0.04,0.2060360535816823,18.181694196286344
3000.0,3803.030303030303,0.5222222222222223,0.04,0.20762772790062936,16.736469022883625
3000.0,3833.3333333333335,0.5222222222222223,0.04,0.20928062046261284,15.440147370583048
3000.0,3863.636363636364,0.5222222222222223,0.04,0.21099473126763274,14.27735784210239
3000.0,3893.939393939394,0.5222222222222223,0.04,0.21277006031568904,13.234256165266402
3000.0,3924.2424242424245,0.5222222222222223,0.04,0.2146066076067818,12.298403423064656
3000.0,3954.5454545454545,0.5222222222222223,0.04,0.21650437314091095,11.458647177490661
3000.0,3984.848484848485,0.5222222222222223,0.04,0.21846335691807653,10.70500717858593
3000.0,4015.1515151515155,0.5222222222222223,0.04,0.22048355893827856,10.028566863882958
3000.0,4045.4545454545455,0.5222222222222223,0.04,0.222564979201517,9.421371445532571
3000.0,4075.757575757576,0.5222222222222223,0.04,0.22470761770779188,8.876333048164526
3000.0,4106.060606060606,0.5222222222222223,0.04,0.2269114744571032,8.387143093265067
3000.0,4136.363636363636,0.5222222222222223,0.04,0.22917654944945087,7.9481919178081455
3000.0,4166.666666666667,0.5222222222222223,0.04,0.2315028426848351,7.554495457931466
3000.0,4196.969696969697,0.5222222222222223,0.04,0.2338903541632556,7.201628714595344
3000.0,4227.272727272728,0.5222222222222223,0.04,0.23633908388471267,6.885665639905895
3000.0,4257.575757575758,0.5222222222222223,0.04,0.23884903184920606,6.603125033302874
3000.0,4287.878787878788,0.5222222222222223,0.04,0.24142019805673587,6.350922010075564
3000.0,4318.181818181818,0.5222222222222223,0.04,0.24405258250730213,6.126324595515555
3000.0,4348.484848484848,0.5222222222222223,0.04,0.2467461852009048,5.92691500204991
3000.0,4378.787878787879,0.5222222222222223,0.04,0.24950100613754392,5.7505551603114355
3000.0,4409.090909090909,0.5222222222222223,0.04,0.2523170453172195,5.595356095371045
3000.0,4439.39393939394,0.5222222222222223,0.04,0.2551943027399315,5.459650763924785
3000.0,4469.69696969697,0.5222222222222223,0.04,0.2581327784056799,5.341969995300261
3000.0,4500.0,0.5222222222222223,0.04,0.2611324723144646,5.241021207310297
3000.0,1500.0,0.7333333333333333,0.04,0.34281744192888375,1544.7355757427656
3000.0,1530.3030303030303,0.7333333333333333,0.04,0.33830259650494743,1515.4643678037066
3000.0,1560.6060606060605,0.7333333333333333,0.04,0.3338489693240475,1486.2088262271016
3000.0,1590.909090909091,0.7333333333333333,0.04,0.32945656038618404,1456.9704955971197
3000.0,1621.2121212121212,0.7333333333333333,0.04,0.3251253696913569,1427.7510822473707
3000.0,1651.5151515151515,0.7333333333333333,0.04,0.32085539723956635,1398.5524714545425
3000.0,1681.8181818181818,0.7333333333333333,0.04,0.31664664303081214,1369.3767463266565
3000.0,1712.121212121212,0.7333333333333333,0.04,0.3124991070650944,1340.2262085223458
3000.0,1742.4242424242425,0.7333333333333333,0.04,0.30841278934241295,1311.103400940652
3000.0,1772.7272727272727,0.7333333333333333,0.04,0.30438768986276804,1282.0111325217858
3000.0,1803.030303030303,0.7333333333333333,0.04,0.3004238086261595,1252.952505297575
3000.0,1833.3333333333335,0.7333333333333333,0.04,0.2965211456325874,1223.93094382511
3000.0,1863.6363636363635,0.7333333333333333,0.04,0.2926797008820518,1194.9502271276326
3000.0,1893.939393939394,0.7333333333333333,0.04,0.28889947437455255,1166.0145232519662
3000.0,1924.2424242424242,0.7333333333333333,0.04,0.28518046611008974,1137.1284265307354
3000.0,1954.5454545454545,0.7333333333333333,0.04,0.2815226760886634,1108.2969976089616
3000.0,1984.848484848485,0.7333333333333333,0.04,0.2779261043102734,1079.525806257171
3000.0,2015.151515151515,0.7333333333333333,0.04,0.27439075077491987,1050.820976945384
3000.0,2045.4545454545455,0.7333333333333333,0.04,0.27091661548260276,1022.1892370928538
3000.0,2075.757575757576,0.7333333333333333,0.04,0.26750369843332206,993.6379678357675
3000.0,2106.060606060606,0.7333333333333333,0.04,0.2641519996270778,965.1752570677813
3000.0,2136.3636363636365,0.7333333333333333,0.04,0.26086151906387,936.8099544050829
3000.0,2166.666666666667,0.7333333333333333,0.04,0.25763225674369855,908.5517276074909
3000.0,2196.969696969697,0.7333333333333333,0.04,0.25446421266656355,880.4111198493915
3000.0,2227.272727272727,0.7333333333333333,0.04,0.25135738683246506,852.3996070787985
3000.0,2257.5757575757575,0.7333333333333333,0.04,0.2483117792414029,824.5296545302222
3000.0,2287.878787878788,0.7333333333333333,0.04,0.24532738989337716,796.8147712688099
3000.0,2318.181818181818,0.7333333333333333,0.04,0.2424042187883879,769.269561441929
3000.0,2348.4848484848485,0.7333333333333333,0.04,0.23954226592643502,741.9097707041738
